,vVirusNameCorrected,IsHoSa.stringent,IsHoSa,seq,vNum,vOrder,vFamily,vSubfamily,vGenus,vIsTypeSpecies,vGenomeMinLength,vGenomeMaxLength,vGenomeAveLength,vPubMedCites,vWOKcites,vICTVnumber,vDNAoRNA,vSSoDS,vSegmented01,vSegmentedTF,vCytoReplic01,vCytoReplicTF,vVectorYNna,vBrdth.medianPD.cytb,vBrdth.meanPD.cytb,vBrdth.minPD.cytb,vBrdth.maxPD.cytb,vBrdth.iqrPD.cytb,vBrdth.sdPD.cytb,vBrdth.medianPD.ST,vBrdth.meanPD.ST,vBrdth.minPD.ST,vBrdth.maxPD.ST,vBrdth.iqrPD.ST,vBrdth.sdPD.ST,vBrdth.medianPD.ST.stringent,vBrdth.meanPD.ST.stringent,vBrdth.minPD.ST.stringent,vBrdth.maxPD.ST.stringent,vBrdth.iqrPD.ST.stringent,vBrdth.sdPD.ST.stringent,vBrdth.medianPD.cytb.stringent,vBrdth.meanPD.cytb.stringent,vBrdth.minPD.cytb.stringent,vBrdth.maxPD.cytb.stringent,vBrdth.iqrPD.cytb.stringent,vBrdth.sdPD.cytb.stringent,NumHosts,IsZoonotic,NumHosts.stringent,IsZoonotic.stringent,vEnvelope
133,Cowpox_virus,1,1,133,295,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,225136,220915,223025.5,575,864,,DNA,DS,0,FALSE,1,TRUE,N,0.55473854,0.531769077,0.08427027,0.835916516,0.189810958,0.168786475,96,121.0733333,9.4,192.4,69.2,54.87849946,156,129.1769231,9.4,192.4,87.8,56.13861306,0.57851825,0.54818272,0.08427027,0.835916516,0.191809462,0.176483643,16,1,13,1,enveloped
134,Cricetid_herpesvirus,0,0,134,578,Herpesvirales,Herpesviridae,,Ictalurivirus,0,NA,NA,NA,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
135,Crimean-Congo_hemorrhagic_fever_virus,1,1,135,72,Unassigned,Bunyaviridae,,Nairovirus,0,17100,22800,19950,412,403,00.011.0.03.002.,RNA,SS,1,TRUE,1,TRUE,Y,0.582941746,0.537676262,0.085787086,0.993524812,0.314360448,0.200734529,192.4,151.4865854,16,197.8,61.2,58.01138169,192.4,145.9333333,53,192.4,116.1666667,80.48262753,0.650446559,0.514500276,0.210402135,0.682652136,0.393541667,0.263848554,41,1,3,1,enveloped
136,Cupixi_virus,0,0,136,33,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10438,1,1,,RNA,SS,1,TRUE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
137,Dakar_bat_virus,0,0,137,159,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,NA,2,5,,RNA,SS,0,FALSE,1,TRUE,Y,0.576805296,0.433601298,0.12653333,0.597465268,0.392443282,0.26612922,123.6,109.5,24,138.6,37.05,44.38986371,123.6,109.5,24,138.6,37.05,44.38986371,0.576805296,0.433601298,0.12653333,0.597465268,0.392443282,0.26612922,4,0,4,0,enveloped
138,Deer_adenovirus,0,0,138,3,Unassigned,Adenoviridae,,Atadenovirus,0,NA,NA,NA,9,9,00.001.0.03.006.,DNA,DS,0,FALSE,0,FALSE,NA,0.2053488,0.142008773,0.012003508,0.208674013,0.163892088,0.112600138,35.4,26.13333333,7.6,35.4,23.16666667,16.05033748,7.6,7.6,7.6,7.6,0,NA,0.012003508,0.012003508,0.012003508,0.012003508,0,NA,3,0,2,0,non-enveloped
139,Deer_papillomavirus,0,0,139,499,Unassigned,Papillomaviridae,,Deltapapillomavirus,0,NA,NA,8374,12,5,,DNA,DS,0,FALSE,0,FALSE,N,0.012003508,0.012003508,0.012003508,0.012003508,0,NA,7.6,7.6,7.6,7.6,0,NA,7.6,7.6,7.6,7.6,0,NA,0.012003508,0.012003508,0.012003508,0.012003508,0,NA,2,0,2,0,non-enveloped
140,Dengue_virus,1,1,140,160,Unassigned,Flaviviridae,,Flavivirus,0,10649,10735,10692,4902,6911,00.026.0.01.013.,RNA,SS,0,FALSE,1,TRUE,Y,0.50481964,0.557191797,0.031576007,0.984009843,0.28990951,0.186586098,142.4,135.734,7.6,192.4,71.6,51.28041126,142.4,145.4133333,45.6,192.4,71.6,41.46154615,0.644897107,0.620769419,0.334693256,0.917884324,0.222305162,0.155555377,25,1,6,1,enveloped
141,Dera_Ghazi_Khan_virus,0,1,141,73,Unassigned,Bunyaviridae,,Nairovirus,0,4400,6300,53520,2,2,00.011.0.03.003.,RNA,SS,1,TRUE,1,TRUE,Y,0.664980594,0.645551248,0.305626405,0.842756865,0.163291106,0.147105889,183.8,152.4952381,47.4,192.4,96.4,55.82732732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,enveloped
142,Dhori_virus,0,1,142,218,Unassigned,Orthomyxoviridae,,Thogotovirus,0,NA,NA,10000,20,52,00.046.0.03.002.,RNA,SS,1,TRUE,0,FALSE,Y,0.664980594,0.683924889,0.544037209,0.842756865,0.248933047,0.150258188,139.9,131.8,47.4,183.8,91.85,59.66345615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,0,enveloped
143,Dobrava-Belgrade_virus,1,1,143,65,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,11851,22,26,,RNA,SS,1,TRUE,1,TRUE,N,0.685099756,0.565784046,0.31315127,0.699101112,0.321624869,0.218898376,183.8,133.5333333,33,183.8,125.6666667,87.06442059,183.8,133.5333333,33,183.8,125.6666667,87.06442059,0.685099756,0.565784046,0.31315127,0.699101112,0.321624869,0.218898376,3,1,3,1,enveloped
144,Dugbe_virus,0,1,144,74,Unassigned,Bunyaviridae,,Nairovirus,1,17100,22800,19950,38,65,00.011.0.03.001.,RNA,SS,1,TRUE,1,TRUE,Y,0.621258239,0.562078022,0.110071756,0.766608584,0.230142305,0.184825722,192.4,158.1555556,20.8,192.4,60.8,53.4318281,192.4,189.5333333,183.8,192.4,7.166666667,4.965212315,0.620841396,0.620841396,0.620841396,0.620841396,0,NA,9,1,3,0,enveloped
145,Duvenhage_virus,1,1,145,351,Mononegavirales,Rhabdoviridae,,Lyssavirus,0,NA,NA,NA,25,41,,RNA,SS,0,FALSE,1,TRUE,NA,0.741254307,0.732768396,0.420655727,1.010326379,0.156455994,0.193410697,138.6,144.32,51.8,192.4,89.4,48.67070303,138.6,144.32,51.8,192.4,89.4,48.67070303,0.741254307,0.732768396,0.420655727,1.010326379,0.156455994,0.193410697,5,1,5,1,enveloped
146,Eastern_equine_encephalitis_virus,0,1,146,378,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11675,415,437,00.073.0.01.008.,RNA,SS,0,FALSE,1,TRUE,Y,0.719399084,0.703256922,0.03622499,1.164966975,0.21840559,0.189855896,192.4,161.8015873,3.2,197.4,71.6,49.04623378,192.4,159.4,76.4,192.4,96.4,48.9913371,0.637742801,0.742717866,0.477558078,1.116451927,0.458728228,0.240199037,28,1,5,0,enveloped
147,Ectromelia_virus,0,0,147,459,Unassigned,Poxviridae,Chordopoxvirinae,Orthopoxvirus,0,NA,NA,209771,476,345,,DNA,DS,0,FALSE,1,TRUE,N,0.531732081,0.474863238,0.354058882,0.538798752,0.153949892,0.10467929,96,83.6,58.8,96,31,21.47743001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,1,0,enveloped
148,El_Moro_Canyon_virus,0,0,148,500,Unassigned,Bunyaviridae,,Hantavirus,0,NA,NA,3801,4,5,,RNA,SS,1,TRUE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
149,Encephalomyocarditis_virus,1,1,149,276,Picornavirales,Picornaviridae,,Cardiovirus,1,NA,NA,7835,2423,3132,00.052.0.04.001.,RNA,SS,0,FALSE,1,TRUE,N,0.701480775,0.686075981,0.113185809,1.116383945,0.173081785,0.169657887,183.8,174.3045378,6.8,294.2,27.2,50.75714306,192.4,183.9095238,6.8,294.2,21.6,51.4269641,0.71602386,0.715327921,0.130389214,1.060658221,0.18899763,0.168269254,35,1,21,1,non-enveloped
150,Entebbe_bat_virus,0,0,150,161,Unassigned,Flaviviridae,,Flavivirus,0,NA,NA,10510,5,7,,RNA,SS,0,FALSE,1,TRUE,Y,0.647145817,0.480494978,0.12653333,0.667805789,0.451060383,0.306713784,108.6,80.4,24,108.6,70.5,48.84383277,108.6,80.4,24,108.6,70.5,48.84383277,0.647145817,0.480494978,0.12653333,0.667805789,0.451060383,0.306713784,3,0,3,0,enveloped
151,Epizootic_hemorrhagic_disease_virus,0,0,151,311,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,NA,NA,19200,200,442,00.060.0.02.008.,RNA,DS,1,TRUE,1,TRUE,Y,0.268386369,0.25755505,0.012003508,0.351559893,0.075289974,0.064461561,53.4,47.26813187,7.6,53.6,9.8,11.21535534,53,53,53,53,0,NA,0.270200549,0.270200549,0.270200549,0.270200549,0,NA,14,0,2,0,non-enveloped
152,Equid_herpesvirus_1,0,0,152,412,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,NA,NA,142000,918,93,,DNA,DS,0,FALSE,0,FALSE,N,0.593330293,0.590014757,0.433434488,0.753226098,0.298719977,0.147234139,181.6,181.5666667,170.6,192.4,21.61666667,11.86754678,192.4,185.2,170.8,192.4,18,12.47076581,0.731785873,0.665826276,0.512466858,0.753226098,0.2006327,0.133245091,4,0,3,0,enveloped
153,Equid_herpesvirus_2,0,0,153,432,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,NA,NA,184000,16,9,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,enveloped
154,Equid_herpesvirus_3,0,0,154,413,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,NA,NA,148000,34,4,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
155,Equid_herpesvirus_4,0,0,155,199,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,NA,NA,145597,81,28,,DNA,DS,0,FALSE,0,FALSE,N,0.08958523,0.08958523,0.08958523,0.08958523,0,NA,24.4,24.4,24.4,24.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,enveloped
156,Equid_herpesvirus_5,0,0,156,433,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,NA,NA,150000,8,7,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
157,Equid_herpesvirus_7,0,0,157,434,Herpesvirales,Herpesviridae,Gammaherpesvirinae,Rhadinovirus,0,NA,NA,NA,2,2,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
158,Equid_herpesvirus_8,0,0,158,414,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,NA,NA,149332,0,0,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
159,Equid_herpesvirus_9,0,0,159,200,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,NA,NA,148371,2,3,00.031.1.02.013.,DNA,DS,0,FALSE,0,FALSE,N,0.406783979,0.358356593,0.054453059,0.518636148,0.131394727,0.137553289,170.6,131.6,3.8,170.8,117.2,64.08485,170.6,144.36,24.4,170.8,9.95,55.95456887,0.423193878,0.393560964,0.054453059,0.518636148,0.056787487,0.13149657,7,0,5,0,enveloped
160,Equine_adenovirus_A,0,0,160,10,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,NA,1,56,00.001.0.01.006.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,non-enveloped
161,Equine_adenovirus_B,0,0,161,11,Unassigned,Adenoviridae,,Mastadenovirus,0,NA,NA,NA,1,2,00.001.0.01.007.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,non-enveloped
162,Equine_arteritis_virus,0,0,162,53,Nidovirales,Arteriviridae,,Arterivirus,1,NA,NA,12704,406,637,03.004.0.01.002.,RNA,SS,0,FALSE,1,TRUE,N,0.082215678,0.079650363,0.067150182,0.08958523,0.018695873,0.011435404,24.4,17.53333333,3.8,24.4,17.16666667,11.89341555,24.4,24.4,24.4,24.4,0,NA,0.082215678,0.082215678,0.082215678,0.082215678,0,NA,3,0,2,0,enveloped
163,Equine_encephalosis_virus,0,0,163,312,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,NA,NA,19200,26,32,00.060.0.02.009.,RNA,DS,1,TRUE,1,TRUE,Y,0.082215678,0.079650363,0.067150182,0.08958523,0.018695873,0.011435404,24.4,17.53333333,3.8,24.4,17.16666667,11.89341555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,0,non-enveloped
164,Equine_foamy_virus,0,0,164,442,Unassigned,Retroviridae,Spumaretrovirinae,Spumavirus,0,NA,NA,12035,5,4,,RNA,SS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
165,Equine_infectious_anemia_virus,0,0,165,337,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,NA,NA,8359,748,811,00.061.1.06.003.,RNA,SS,0,FALSE,0,FALSE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
166,Equine_papillomavirus_1,0,0,166,502,Unassigned,Papillomaviridae,,Zetapapillomavirus,1,NA,NA,7613,1,1,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
167,Equine_rhinitis_A_virus,0,0,167,275,Picornavirales,Picornaviridae,,Aphthovirus,0,NA,NA,7734,28,30,,RNA,SS,0,FALSE,1,TRUE,N,0.485570157,0.485570157,0.485570157,0.485570157,0,NA,170.6,170.6,170.6,170.6,0,NA,170.6,170.6,170.6,170.6,0,NA,0.485570157,0.485570157,0.485570157,0.485570157,0,NA,2,0,2,0,non-enveloped
168,Equine_rhinitis_B_virus,0,0,168,456,Picornavirales,Picornaviridae,,Erbovirus,1,NA,NA,8828,16,17,,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
169,Equine_torovirus,0,0,169,138,Nidovirales,Coronaviridae,Torovirinae,Torovirus,1,NA,NA,NA,9,12,03.019.0.02.001.,RNA,SS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
170,Eubenangee_virus,0,0,170,313,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,NA,NA,NA,3,5,,RNA,DS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
171,European_bat_lyssavirus_1,1,1,171,352,Mononegavirales,Rhabdoviridae,,Lyssavirus,0,NA,NA,11966,15,48,,RNA,SS,0,FALSE,1,TRUE,N,0.546005297,0.575087463,0.143759415,1.010326379,0.218127692,0.168083734,108.6,106.6220588,16,192.4,90.6,55.0099502,51.8,94.89142857,16,192.4,90.6,54.98723648,0.529572378,0.563103714,0.143759415,1.010326379,0.223207963,0.181687321,17,1,15,1,enveloped
172,European_bat_lyssavirus_2,1,1,172,353,Mononegavirales,Rhabdoviridae,,Lyssavirus,0,NA,NA,11966,15,48,,RNA,SS,0,FALSE,1,TRUE,N,0.600735069,0.577140079,0.143759415,0.975536632,0.196064301,0.226748899,103,108.0214286,16,192.4,118.1833333,64.98695799,103,108.0214286,16,192.4,118.1833333,64.98695799,0.600735069,0.577140079,0.143759415,0.975536632,0.196064301,0.226748899,8,1,8,1,enveloped
173,European_brown_hare_syndrome_virus,0,0,173,127,Unassigned,Caliciviridae,,Lagovirus,0,NA,NA,7442,23,47,00.012.0.02.002.,RNA,SS,0,FALSE,1,TRUE,N,0.119891267,0.119891267,0.119891267,0.119891267,0,NA,17.6,17.6,17.6,17.6,0,NA,17.6,17.6,17.6,17.6,0,NA,0.119891267,0.119891267,0.119891267,0.119891267,0,NA,2,0,2,0,non-enveloped
174,European_elk_papillomavirus,0,0,174,503,Unassigned,Papillomaviridae,,Deltapapillomavirus,1,NA,NA,8095,8,6,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
175,Everglades_virus,1,1,175,379,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11395,10,13,00.073.0.01.009.,RNA,SS,0,FALSE,1,TRUE,Y,0.737844849,0.709248393,0.477558078,0.80418444,0.123391046,0.123266788,188.1,170.2,76.4,192.4,17.55,46.14516226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,0,enveloped
176,Eyach_virus,0,0,176,580,Unassigned,Reoviridae,Spinareovirinae,Coltivirus,0,NA,NA,153804,14,13,,RNA,DS,1,TRUE,1,TRUE,Y,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
177,Felid_herpesvirus_1,0,0,177,201,Herpesvirales,Herpesviridae,Alphaherpesvirinae,Varicellovirus,0,NA,NA,135797,22,25,,DNA,DS,0,FALSE,0,FALSE,N,0.367324118,0.339862457,0.172375509,0.462504919,0.208531458,0.106203321,128.2,94.64,22.6,128.2,97.4,47.25954812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,0,enveloped
178,Feline_astrovirus,0,0,178,57,Unassigned,Astroviridae,,Mamastrovirus,0,NA,NA,NA,2,2,00.005.0.01.004.,RNA,SS,0,FALSE,1,TRUE,N,0.155449751,0.155449751,0.155449751,0.155449751,0,NA,34.6,34.6,34.6,34.6,0,NA,34.6,34.6,34.6,34.6,0,NA,0.155449751,0.155449751,0.155449751,0.155449751,0,NA,2,0,2,0,non-enveloped
179,Feline_calicivirus,0,0,179,131,Unassigned,Caliciviridae,,Vesivirus,0,NA,NA,7683,513,889,00.012.0.01.003.,RNA,SS,0,FALSE,1,TRUE,N,0.180134088,0.233656404,0.009018492,0.462504919,0.186479558,0.127199078,30.8,47.49333333,4.8,128.2,12,41.23962349,4.8,4.8,4.8,4.8,0,NA,0.009018492,0.009018492,0.009018492,0.009018492,0,NA,10,0,2,0,non-enveloped
180,Feline_coronavirus,0,0,180,142,Nidovirales,Coronaviridae,,Coronavirus,0,27000,33000,30000,322,436,03.019.0.01.004.,RNA,SS,0,FALSE,1,TRUE,N,0.198357766,0.211043945,0.009018492,0.328258851,0.13469343,0.085886276,34.6,42.11428571,4.8,79.8,57.2,25.47073391,79.8,79.8,79.8,79.8,0,NA,0.292816356,0.292816356,0.292816356,0.292816356,0,NA,7,0,2,0,enveloped
181,Feline_foamy_virus,0,0,181,443,Unassigned,Retroviridae,Spumaretrovirinae,Spumavirus,0,NA,NA,11700,51,55,,RNA,SS,0,FALSE,0,FALSE,N,0.009018492,0.009018492,0.009018492,0.009018492,0,NA,4.8,4.8,4.8,4.8,0,NA,4.8,4.8,4.8,4.8,0,NA,0.009018492,0.009018492,0.009018492,0.009018492,0,NA,2,0,2,0,enveloped
182,Feline_immunodeficiency_virus,0,0,182,338,Unassigned,Retroviridae,Orthoretrovirinae,Lentivirus,0,NA,NA,9474,1689,2392,00.061.1.06.004.,RNA,SS,0,FALSE,0,FALSE,N,0.217370979,0.234002823,0.127701138,0.335079474,0.12376775,0.071092277,30.8,47.86,21.8,79.8,57.2,27.70688643,30.8,30.8,30.8,30.8,0,NA,0.171488802,0.171488802,0.171488802,0.171488802,0,NA,5,0,2,0,enveloped
183,Feline_leukemia_virus,0,0,183,504,Unassigned,Retroviridae,Orthoretrovirinae,Gammaretrovirus,0,NA,NA,8837,1707,1251,,RNA,SS,0,FALSE,0,FALSE,N,0.136777242,0.124451366,0.009018492,0.172375509,0.060562822,0.061062703,26.7,23.73333333,4.8,30.8,9.683333333,10.10795067,26.7,23.73333333,4.8,30.8,9.683333333,10.10795067,0.136777242,0.124451366,0.009018492,0.172375509,0.060562822,0.061062703,4,0,4,0,enveloped
184,Feline_panleukopenia_virus,0,0,184,271,Unassigned,Parvoviridae,Parvovirinae,Parvovirus,0,NA,NA,5323,332,521,,DNA,SS,0,FALSE,0,FALSE,N,0.450325133,0.375931023,0.105184827,0.493590819,0.249188974,0.144369678,128.2,92.62857143,3.2,128.2,97.4,49.37660908,30.4,30.4,30.4,30.4,0,NA,0.136694341,0.136694341,0.136694341,0.136694341,0,NA,8,0,2,0,non-enveloped
185,Feline_papillomavirus,0,0,185,505,Unassigned,Papillomaviridae,,Lambdapapillomavirus,0,NA,NA,8300,2,3,,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
186,Flexal_virus,0,1,186,34,Unassigned,Arenaviridae,,Arenavirus,0,NA,NA,10448,2,5,00.003.0.01.008.,RNA,SS,1,TRUE,1,TRUE,N,0.301308875,0.482417012,0.19846062,0.81916693,0.530702426,0.278007009,32.6,87.86,15.2,183.8,168.6,82.87699319,23.9,23.9,15.2,32.6,17.4,9.530372501,0.275927535,0.268378539,0.19846062,0.303138767,0.047352602,0.038227205,5,1,4,0,enveloped
187,Foot-and-mouth_disease_virus,1,1,187,274,Picornavirales,Picornaviridae,,Aphthovirus,1,8115,8203,8159,3351,4532,00.052.0.05.001.,RNA,SS,0,FALSE,1,TRUE,N,0.301359935,0.394828581,0.036734453,1.195565467,0.237514536,0.224014295,53.4,93.2362449,7.6,294.2,88,68.69125007,53.4,121.2372294,11,294.2,144.8,85.17095136,0.346680219,0.494437822,0.083575589,1.195565467,0.517968982,0.283795641,50,1,22,1,non-enveloped
188,Gan_Gan_virus,0,1,188,116,Unassigned,Bunyaviridae,,Unassigned,0,NA,NA,NA,2,3,,RNA,SS,1,TRUE,1,TRUE,N,0.672809181,0.619477246,0.137430692,0.79532246,0.130453009,0.165066514,192.4,223.552381,20.2,294.2,104.6666667,81.65848161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,0,enveloped
189,GB_virus_A,0,0,189,506,Unassigned,Flaviviridae,,Unassigned,0,NA,NA,9550,19,15,,RNA,SS,0,FALSE,1,TRUE,N,0.292406276,0.250373456,0.044830377,0.341272324,0.11562474,0.081772311,32.2,28.01333333,7.2,41,23.4,12.27877767,32.2,28.01333333,7.2,41,23.4,12.27877767,0.292406276,0.250373456,0.044830377,0.341272324,0.11562474,0.081772311,6,0,6,0,enveloped
190,GB_virus_B,0,0,190,507,Unassigned,Flaviviridae,,Hepacivirus,Tentative in genus,NA,NA,9399,87,84,,RNA,SS,0,FALSE,1,TRUE,N,0.323501926,0.323501926,0.323501926,0.323501926,0,NA,41,41,41,41,0,NA,41,41,41,41,0,NA,0.323501926,0.323501926,0.323501926,0.323501926,0,NA,2,0,2,0,enveloped
191,GB_virus_C,1,1,191,193,Unassigned,Flaviviridae,,Unassigned,0,NA,NA,9392,856,1019,00.026.0.00.002.,RNA,SS,0,FALSE,1,TRUE,N,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,17.6,17.6,17.6,17.6,0,NA,17.6,17.6,17.6,17.6,0,NA,0.130389214,0.130389214,0.130389214,0.130389214,0,NA,2,1,2,1,enveloped
192,Getah_virus,1,1,192,380,Unassigned,Togaviridae,,Alphavirus,0,NA,NA,11597,72,117,00.073.0.01.011.,RNA,SS,0,FALSE,1,TRUE,Y,0.636987555,0.566496672,0.390732016,0.671770443,0.234198689,0.153206961,192.4,185.1333333,170.6,192.4,18.16666667,12.58623587,192.4,185.1333333,170.6,192.4,18.16666667,12.58623587,0.636987555,0.566496672,0.390732016,0.671770443,0.234198689,0.153206961,3,1,3,1,enveloped
193,Gibbon_ape_leukemia_virus,0,1,193,508,Unassigned,Retroviridae,Orthoretrovirinae,Gammaretrovirus,0,NA,NA,8088,275,234,,RNA,SS,0,FALSE,0,FALSE,N,0.270839234,0.270839234,0.270839234,0.270839234,0,NA,43.8,43.8,43.8,43.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,enveloped
194,Goat_adenovirus,0,0,194,12,Unassigned,Adenoviridae,,Mastadenovirus,Tentative in genus,NA,NA,29576,1,5,00.001.0.81.021.,DNA,DS,0,FALSE,0,FALSE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,non-enveloped
195,Goatpox_virus,0,0,195,465,Unassigned,Poxviridae,Chordopoxvirinae,Capripoxvirus,0,NA,NA,149599,18,18,,DNA,DS,0,FALSE,1,TRUE,N,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,enveloped
196,Great_Island_virus,1,1,196,314,Unassigned,Reoviridae,Sedoreovirinae,Orbivirus,0,NA,NA,19200,5,12,,RNA,DS,1,TRUE,1,TRUE,Y,0.666531288,0.666531288,0.666531288,0.666531288,0,NA,192.4,192.4,192.4,192.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,0,non-enveloped
197,Ground_squirrel_hepatitis_virus,0,0,197,581,Unassigned,Hepadnaviridae,,Orthohepadnavirus,0,NA,NA,3311,52,37,,DNA,DS,0,FALSE,0,FALSE,N,0.275744713,0.275744713,0.275744713,0.275744713,0,NA,8,8,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,1,0,enveloped
