Species ID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Authority,Infraspecific rank,Infraspecific name,Infraspecific authority,Stock/subpopulation,Synonyms,Common names (Eng),Common names (Fre),Common names (Spa),Red List status,Red List criteria,Red List criteria version,Year assessed,Population trend,Petitioned
13249,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,layardii,"(Gray, 1865)",,,,,"","Strap-toothed Whale, Layard's Beaked Whale",Mésoplodon De Layard,"Ballena De Pico De Layard, Zifio De Layard",DD,,3.1,2008,unknown,N
13250,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,mirus,"True, 1913",,,,,"",True's Beaked Whale,"Mésoplodon De True, Mésoplodon  De True","Ballena De Pico De True, Ballena De Pico De True, Zifio De True, Zifio De True",DD,,3.1,2008,unknown,N
41759,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,perrini,"Dalebout, Mead, Baker, Baker & van Helden, 2002",,,,,"",Perrin's Beaked Whale,Mésoplodon De Perrin,Zifio De Perrin,DD,,3.1,2008,unknown,N
13251,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,peruvianus,"Reyes, Mead & Van Waerebeek, 1991",,,,,"","Pygmy Beaked Whale, Lesser Beaked Whale, Peruvian Beaked Whale",Mésoplodon Pygmée,,DD,,3.1,2008,unknown,N
13252,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,stejnegeri,"True, 1885",,,,,"","Stejneger's Beaked Whale, Bering Sea Beaked Whale, Saber-toothed Whale",Mésoplodon De Stejneger,"Ballena De Pico De Stejneger, Zifio De Stejneger",DD,,3.1,2008,unknown,N
41760,ANIMALIA,CHORDATA,MAMMALIA,CETARTIODACTYLA,ZIPHIIDAE,Mesoplodon,traversii,"(Gray, 1874)",,,,,Mesoplodon bahamondi  ,"Spade-toothed Whale, Traver's Beaked Whale, Bahamondi's Beaked Whale","Mésoplodon De Bahamonde, Mésoplodon De Travers","Zifio De Bahamonde, Zifio De Travers",DD,,3.1,2008,unknown,N
40509,ANIMALIA,CHORDATA,MAMMALIA,DIDELPHIMORPHIA,DIDELPHIDAE,Metachirus,nudicaudatus,"(É. Geoffroy, 1803)",,,,,"",Brown Four-eyed Opossum,Opossum brun à quatre yeux,Cuica Común,LC,,3.1,2015,stable,N
41580,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,acariensis,"(M. van Roosmalen, T. van Roosmalen, R.A. Mittermeier & Rylands, 2000)",,,,,"",Rio Acarí Marmoset,,Sagüi,DD,,3.1,2008,unknown,N
41520,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,argentatus,"(Linnaeus, 1766)",,,,,"",Silvery Marmoset,,,LC,,3.1,2008,decreasing,N
39910,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,chrysoleucos,"(Wagner, 1842)",,,,,Callithrix chrysoleuca  |Mico chrysoleucus,Golden-white Tassel-ear Marmoset,,,DD,,3.1,2015,unknown,N
42691,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,emiliae,"(Thomas, 1920)",,,,,"",Snethlage's Marmoset,,Sagüi,DD,,3.1,2008,unknown,N
41521,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,humeralifer,"(É. Geoffroy in Humboldt, 1812)",,,,,"","Black And White Tassel-ear Marmoset, Tassel-eared Marmoset",,,DD,,3.1,2008,unknown,N
41584,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,humilis,"(M. van Roosmalen, T. van Roosmalen, R.A. Mittermeier & de Fonseca, 1998)",,,,,Callibella humilis|Callithrix humilis,"Black-crowned Dwarf Marmoset, Roosmalen's Dwarf Marmoset",,Sagüi,VU,D2,3.1,2015,stable,N
39911,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,intermedius,"(Hershkovitz, 1977)",,,,,Callithrix intermedia  ,Aripuanã Marmoset,,Sagüi,LC,,3.1,2008,decreasing,N
39912,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,leucippe,"(Thomas, 1922)",,,,,Callithrix argentata subspecies leucippe|Callithrix leucippe  ,Golden-white Bare-ear Marmoset,,Sagüi-branco,VU,A2c,3.1,2008,decreasing,N
39914,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,marcai,"(Alperin, 1993)",,,,,"","Marca's Marmoset, Marca's Marmoset",,Sagüi,DD,,3.1,2008,unknown,N
41583,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,mauesi,"(R.A. Mittermeier, Schwarz & Ayres, 1992)",,,,,"",Maués Marmoset,,Sagüi,LC,,3.1,2008,stable,N
136294,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,melanurus,"(É. Geoffroy in Humboldt, 1812)",,,,,"",Black-tailed Marmoset,,,LC,,3.1,2008,unknown,N
39913,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,nigriceps,"(Ferrari & Lopes, 1992)",,,,,Callithrix nigriceps  ,Black-headed Marmoset,,Sagüi,DD,,3.1,2008,unknown,N
136804,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,rondoni,"Ferrari, Sena, Schneider & Silva Jr., 2010",,,,,Mico sp. nov.  ,"Rondon's Marmoset, Rondônia Marmoset",,,VU,A2c,3.1,2008,decreasing,N
42692,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CALLITRICHIDAE,Mico,saterei,"(Silva Jr. & Noronha, 1998)",,,,,Callithrix saterei  ,Sateré Marmoset,,Sagüi,LC,,3.1,2008,unknown,N
136468,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microakodontomys,transitorius,"Hershkovitz, 1993",,,,,"",Transitional Colilargo,,,EN,B1ab(iii),3.1,2010,decreasing,N
13319,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Microcavia,australis,"(I. Geoffroy & d'Orbigny, 1833)",,,,,"",Southern Mountain Cavy,,,LC,,3.1,2008,unknown,N
13320,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Microcavia,niata,"(Thomas, 1898)",,,,,"",Andean Mountain Cavy,,,LC,,3.1,2008,stable,N
13321,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CAVIIDAE,Microcavia,shiptoni,"(Thomas, 1925)",,,,,"",Shipton's Mountain Cavy,,,NT,,3.1,2008,decreasing,N
16971390,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,arnholdi,"Louis, Engberg, McGuire, McCormick, Randriamampionona, Ranaivoarisoa, Bailey, Mittermeier & Lei, 2008",,,,,"","Arnhold's Mouse Lemur, Montagne d'Ambre Mouse Lemur",,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
41573,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,berthae,"Rasoloarison, Goodman & Ganzhorn, 2000",,,,,"","Madame Berthe's Mouse Lemur, Berthe's Mouse Lemur, Berthe's Mouse Lemur",,,EN,"B1ab(i,ii,iii)",3.1,2014,decreasing,N
136537,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,bongolavensis,"Olivieri, Zimmermann, Randrianambinina, Rasoloharijaona, Rakotondravony, Guschanski & Radespiel, 2007",,,,,"",Bongolava Mouse Lemur,,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
136347,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,danfossi,"Olivieri, Zimmermann, Randrianambinina, Rassoloharijaona, Rakotondravony, Guschanski & Radespiel, 2007",,,,,Microcebus danfossorum,Danfoss' Mouse Lemur,,,EN,"B1ab(i,ii,iii,iv,v)",3.1,2014,decreasing,N
16971461,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,gerpi,"Radespiel, Ratsimbazafy, Rasoloharijaona, Raveloson, Andriaholinirina, Rakotondravony, Randrianarison  & Randrianambinina, 2012",,,,,"",Gerp's Mouse Lemur,,,CR,"B1ab(i,ii,iii)+2ab(i,ii,iii)",3.1,2014,decreasing,N
136637,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,griseorufus,"Kollman, 1910",,,,,"",Grey-brown Mouse Lemur,,,LC,,3.1,2014,decreasing,N
136458,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,jollyae,"Louis Jr., Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor & Brenneman, 2006",,,,,"",Jolly's Mouse Lemur,,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
136199,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,lehilahytsara,"Roos & Kappeler, 2005",,,,,"",Goodman's Mouse Lemur,,,VU,"B1ab(i,iii)",3.1,2014,decreasing,N
16971425,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,macarthurii,"Radespiel, Olivieri, Rasolofoson, Rakotondratsimba, Rakotonirainy, Rasoloharijaona, Randrianambinina, Ratsimbazafy, Ratelolahy, Randriamboavonjy, Rasolofoharivelo, Craul, Rakotozafy & Randrianarison, 2008",,,,,"","MacArthur's Mouse Lemur, Anjiahely Mouse Lemur",,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
136206,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,mamiratra,"Andriantompohavana, Zaonarivelo, Engberg, Randriamampionona, McGuire, Shore, Rakotonomenjanahary, Brenneman & Louis Jr., 2006",,,,,Microcebus lokobensis,Claire's Mouse Lemur,,,CR,"B1ab(i,iii)",3.1,2014,decreasing,N
16971364,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,margotmarshae,"Louis, Engberg, McGuire, McCormick, Randriamampionona, Ranaivoarisoa, Bailey, Mittermeier & Lei, 2008",,,,,"","Margot Marsh's Mouse Lemur, Antafondro Mouse Lemur",,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
46251646,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,marohita,"Rasoloarison, Weisrock, Yoder, Rakotondravony & Kappeler, 2013",,,,,"",Marohita Mouse Lemur,,,CR,"B1ab(i,iii)",3.1,2014,decreasing,N
136272,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,mittermeieri,"Louis Jr., Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor & Brenneman, 2006",,,,,"",Mittermeier's Mouse Lemur,,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
13323,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,murinus,"(J.F. Miller, 1777)",,,,,"","Grey Mouse Lemur, Gray Mouse-lemur, Lesser Mouse-lemur, Grey Mouse-lemur","Microcèbe Murin, Petit Microcèbe","Maki Ratón, Makisratone",LC,,3.1,2014,decreasing,N
13325,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,myoxinus,"Peters, 1852",,,,,"","Peters' Mouse Lemur, Pygmy Mouse Lemur, Western Rufous Mouse Lemur",,,VU,A2c+4c,3.1,2014,decreasing,N
39751,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,ravelobensis,"Zimmermann, Cepok, Rakotoarison, Zietemann & Radespiel, 1998",,,,,"",Golden-brown Mouse Lemur,,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
59544947,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,rufus,"(É. Geoffroy, 1834)",,,,,"","Rufous Mouse Lemur, Brown Mouse-lemur, Rufous Mouse-lemur, Russet Mouse-lemur",,Maki Ratón,VU,"B1ab(i,iii)",3.1,2014,decreasing,N
41572,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,sambiranensis,"Rasoloarison, Goodman & Ganzhorn, 2000",,,,,"",Sambirano Mouse Lemur,,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
136744,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,simmonsi,"Louis Jr., Coles, Andriantompohavana, Sommer, Engberg, Zaonarivelo, Mayor & Brenneman, 2006",,,,,"",Simmons' Mouse Lemur,,,EN,"B1ab(i,iii)",3.1,2014,decreasing,N
41571,ANIMALIA,CHORDATA,MAMMALIA,PRIMATES,CHEIROGALEIDAE,Microcebus,tavaratra,"Rasoloarison, Goodman & Ganzhorn, 2000",,,,,"","Tavaratra Mouse Lemur, Northern Rufous Mouse Lemur",,,VU,"B1ab(i,iii)",3.1,2014,decreasing,N
13332,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Microdillus,peeli,"(de Winton, 1898)",,,,,"",Somali Pygmy Gerbil,,,LC,,3.1,2008,unknown,N
42606,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Microdipodops,megacephalus,"Merriam, 1891",,,,,"","Dark Kangaroo Mouse, Owyhee River Kangaroo Mouse",,,LC,,3.1,2008,decreasing,N
42607,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,HETEROMYIDAE,Microdipodops,pallidus,"Merriam, 1901",,,,,"","Pale Kangaroo Mouse, Soda Spring Valley Kangaroo Mouse",,,LC,,3.1,2008,decreasing,N
54007828,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,brevicaudata,"G. Grandidier, 1899",,,,,"",,,,LC,,3.1,2015,decreasing,N
40586,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,cowani,"Thomas, 1882",,,,,"",Cowan's Shrew Tenrec,,,LC,,3.1,2015,decreasing,N
40587,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,dobsoni,"Thomas, 1884",,,,,"",Dobson's Shrew Tenrec,,,LC,,3.1,2015,decreasing,N
62012,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,drouhardi,"G. Grandidier, 1934",,,,,"","Drouhard's Shrew Tenrec, Striped Shrew Tenrec",,,LC,,3.1,2015,decreasing,N
13356,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,dryas,"Jenkins, 1992",,,,,"","Dryad Shrew Tenrec, Tree Shrew Tenrec",,,VU,B1ab(iii),3.1,2015,decreasing,N
62013,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,fotsifotsy,"Jenkins, Raxworthy & Nussbaum, 1997",,,,,"","Pale Shrew Tenrec, Pale-footed Shrew Tenrec",,,LC,,3.1,2015,decreasing,N
13343,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,gracilis,"(Major, 1896)",,,,,"",Gracile Shrew Tenrec,,,LC,,3.1,2015,decreasing,N
54008309,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,grandidieri,"Olson, Rakotomalala, Hildebrandt, Lanier, Raxworthy & Goodman, 2009",,,,,"",,,,LC,,3.1,2015,unknown,N
62014,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,gymnorhyncha,"Jenkins, Goodman & Raxworthy, 1996",,,,,"",Naked-nosed Shrew Tenrec,,,LC,,3.1,2015,decreasing,N
62015,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,jenkinsae,"Goodman & Soarimalala, 2004",,,,,"",Jenkins' Shrew Tenrec,,,EN,B1ab(iii),3.1,2015,decreasing,N
136628,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,jobihely,"Goodman, Raxworthy, Maminirina & Olson, 2006",,,,,"",Northern Shrew Tenrec,,,EN,B1ab(iii),3.1,2008,unknown,N
13344,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,longicaudata,"Thomas, 1882",,,,,"",Lesser Long-tailed Shrew Tenrec,,,LC,,3.1,2015,decreasing,N
62016,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,majori,"Thomas, 1918",,,,,"",Major's Long-tailed Tenrec,,,LC,,3.1,2015,decreasing,N
29462,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,monticola,"Goodman & Jenkins, 1998",,,,,"","Montane Shrew Tenrec, Mountain Shrew Tenrec",,,VU,D2,3.1,2015,stable,N
62017,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,nasoloi,"Jenkins & Goodman, 1999",,,,,"",Nasolo's Shrew Tenrec,,,VU,B1ab(iii),3.1,2015,decreasing,N
13349,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,parvula,"G. Grandidier, 1934",,,,,Microgale pulla  ,Pygmy Shrew Tenrec,,,LC,,3.1,2015,decreasing,N
13350,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,principula,"Thomas, 1926",,,,,"",Greater Long-tailed Shrew Tenrec,,,LC,,3.1,2015,decreasing,N
41314,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,pusilla,"Major, 1896",,,,,"","Least Shrew Tenrec, Lesser Shrew Tenrec",,,LC,,3.1,2015,stable,N
62018,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,soricoides,"Jenkins, 1993",,,,,"","Shrew-toothed Shrew Tenrec, Shrew Tenrec",,,LC,,3.1,2015,decreasing,N
62019,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,taiva,"Major, 1896",,,,,"",Taiva Shrew Tenrec,,,LC,,3.1,2015,decreasing,N
41315,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,talazaci,"Major, 1896",,,,,"",Talzac's Shrew Tenrec,,,LC,,3.1,2015,decreasing,N
13355,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Microgale,thomasi,"Major, 1896",,,,,"","Thomas' Shrew Tenrec, Thomas's Shrew Tenrec",,,LC,,3.1,2015,decreasing,N
13369,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Microhydromys,richardsoni,"Tate & Archbold, 1941",,,,,"",Groove-toothed Shrew Mouse,,,DD,,3.1,2008,unknown,N
13373,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,MURIDAE,Micromys,minutus,"(Pallas, 1771)",,,,,"","Eurasian Harvest Mouse, Harvest Mouse",Rat Des Moissons,Ratón Espiguero,LC,,3.1,2008,stable,N
40028,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,brosseti,"Simmons & Voss, 1998",,,,,"",,,,DD,,3.1,2008,unknown,N
13378,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,hirsuta,"(Peters, 1869)",,,,,"",Hairy Big-eared Bat,,,LC,,3.1,2008,unknown,N
136207,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,matses,"Simmons, Voss & Fleck, 2002",,,,,"",,,,DD,,3.1,2015,unknown,N
13379,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,megalotis,"(Gray, 1842)",,,,,"",Little Big-eared Bat,,,LC,,3.1,2015,unknown,N
136424,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,microtis,"Miller, 1898",,,,,"",Common Big-eared Bat,,,LC,,3.1,2008,stable,N
13380,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,minuta,"(Gervais, 1856)",,,,,"","Tiny Big-eared Bat, White-bellied Big-eared Bat",,,LC,,3.1,2015,unknown,N
40029,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,sanborni,"Simmons, 1996",,,,,"",,,,DD,,3.1,2008,unknown,N
13383,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PHYLLOSTOMIDAE,Micronycteris,schmidtorum,"Sanborn, 1935",,,,,"",Schmidts's Big-eared Bat,,,LC,,3.1,2008,stable,N
136538,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Microperoryctes,aplini,"Helgen & Flannery, 2004",,,,,"",Arfak Pygmy Bandicoot,,,DD,,3.1,2008,unknown,N
13388,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Microperoryctes,longicauda,"(Peters & Doria, 1876)",,,,,"",Striped Bandicoot,Péramèle-souris Rayé,,LC,,3.1,2008,unknown,N
13389,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Microperoryctes,murina,"Stein, 1932",,,,,"","Mouse Bandicoot, Weyland Mouse Bandicoot",Péramèle-souris,,DD,,3.1,2008,unknown,N
13390,ANIMALIA,CHORDATA,MAMMALIA,PERAMELEMORPHIA,PERAMELIDAE,Microperoryctes,papuensis,"(Laurie, 1952)",,,,,"",Papuan Bandicoot,Péramèle-souris Papou,,LC,,3.1,2008,unknown,N
13393,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Micropotamogale,lamottei,"Heim de Balsac, 1954",,,,,"","Nimba Otter Shrew, Pygmy Otter-shrew",Le Micropotamogale Du Mont Nimba,,EN,B1ab(iii),3.1,2008,decreasing,N
13394,ANIMALIA,CHORDATA,MAMMALIA,AFROSORICIDA,TENRECIDAE,Micropotamogale,ruwenzorii,"(de Witte & Frechkop, 1955)",,,,,"","Rwenzori Otter Shrew, Ruwenzori Otter Shrew",Le Micropotamogle Du Mont Ruwenzori,,NT,,3.1,2008,unknown,N
13401,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Micropteropus,intermedius,"Hayman, 1963",,,,,"","Hayman's Lesser Epauletted Fruit Bat, Hayman's Epauletted Fruit Bat, Hayman's Dwarf Epauletted Fruit Bat",,,DD,,3.1,2008,unknown,N
13402,ANIMALIA,CHORDATA,MAMMALIA,CHIROPTERA,PTEROPODIDAE,Micropteropus,pusillus,"(Peters, 1868)",,,,,"",Peter's Dwarf Epauletted Fruit Bat,,,LC,,3.1,2008,stable,N
13407,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microryzomys,altissimus,"(Osgood, 1933)",,,,,"","Highland Small Rice Rat, Páramo Colilargo",,,LC,,3.1,2008,unknown,N
13408,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microryzomys,minutus,"(Tomes, 1860)",,,,,"","Forest Small Rice Rat, Montane Colilargo",,,LC,,3.1,2008,unknown,N
13409,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Microsciurus,alfari,"(J.A. Allen, 1895)",,,,,"",Central American Dwarf Squirrel,,,LC,,3.1,2008,stable,N
13410,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Microsciurus,flaviventer,"(Gray, 1867)",,,,,"",Amazon Dwarf Squirrel,,,DD,,3.1,2008,unknown,N
13411,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Microsciurus,mimulus,"(Thomas, 1898)",,,,,"",Western Dwarf Squirrel,,,LC,,3.1,2008,stable,N
13412,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,SCIURIDAE,Microsciurus,santanderensis,"(Hernandez-Camacho, 1957)",,,,,"",Santander Dwarf Squirrel,,,DD,,3.1,2008,unknown,N
13425,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,abbreviatus,"Miller, 1899",,,,,"",Insular Vole,,,LC,,3.1,2008,stable,N
13426,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,agrestis,"(Linnaeus, 1761)",,,,,"",Field Vole,Campagnol Agreste,Topillo Agreste,LC,,3.1,2008,stable,N
136237,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,anatolicus,"Krystufek & Kefioglu, 2002",,,,,"",,,,DD,,3.1,2008,unknown,N
13488,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,arvalis,"(Pallas, 1778)",,,,,Microtus obscurus  ,Common Vole,Campagnol Des Champs,Topillo Campesino,LC,,3.1,2008,stable,N
13461,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,bavaricus,"(König, 1962)",,,,,Pitymys bavaricus  ,"Bavarian Pine Vole, Bavarian Vole","Campagnol Souterrain De Bavarie, CAMPAGNOL SOUTERRAIN DE BAVARIE",,CR,B1ab(iii)+2ab(iii),3.1,2008,decreasing,N
136536,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,brachycercus,"Lehmann, 1961",,,,,"","Calabria Pine Vole, CALABRIA PINE VOLE",,,LC,,3.1,2008,stable,N
13417,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,breweri,"(Baird, 1858)",,,,,"",Beach Vole,,,VU,D2,3.1,2008,stable,N
13418,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,cabrerae,"Thomas, 1906",,,,,"",Cabrera's Vole,Campagnol De Cabrera,Topillo De Cabrera,NT,,3.1,2008,decreasing,N
13427,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,californicus,"(Peale, 1848)",,,,,"","Amargosa Vole, California Vole",,,LC,,3.1,2008,stable,N
42625,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,canicaudus,"Miller, 1897",,,,,"",Gray-tailed Vole,,,LC,,3.1,2008,stable,N
42626,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,chrotorrhinus,"(Miller, 1894)",,,,,"","Rock Vole, Southern Rock Vole",,,LC,,3.1,2008,decreasing,N
23041,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,clarkei,"(Hinton, 1923)",,,,,Volemys clarkei  ,Clarke's Vole,,,LC,,3.1,2008,stable,N
13428,ANIMALIA,CHORDATA,MAMMALIA,RODENTIA,CRICETIDAE,Microtus,daghestanicus,"(Shidlovsky, 1919)",,,,,"","Daghestan Pine Vole, Caucasus Pine Vole",,,LC,,3.1,2008,unknown,N
